06 0313  LL0075
06 0338  LL0118
06 036300010122
06 036300010130
06 036300010262
06 0364  LL0313
06 0364  LL0396
06 0364  LL0396
06 0364  LL0404
06 0364  LL0404
06 0364  LL0511
06 0366  LL0295
06 0366  LL1509
06 0366  LL1517
06 0367  LL0351
06 0368  LL0319
06 0368  LL0541
06 0368  LL0830
06 0368  LL0830
06 038600010174
06 038600010182
07 080000840998
07 140001077253
07 270001687619
07 270001750359
07 280001770398
07 290001551128
07 290001551128
07 290001551128
07 290001551136
07 290001551136
07 290001551136
07 290001560699
07 290001560699
07 310000691343
07 310000691350
07 310000691350
07 310000691350
07 310000920098
07 310000920098
07 310000920098
07 310000922680
07 360200930025
07 360200930025
07 360200930025
07 360500670131
07 360600670304
07 361200680503
07 361400680766
07 390001650639
08 140000452794
08 140000465556
08 140000465556
08 140000465812
09C060100380189
09C060100380254
09C140000600124
09C150000590043
09C150000630146
09C150000632662
09C160000620096
09C170000680289
09C170000690452
09C170000690478
09C170000690502
09C170000690528
09C170000690650
09F010000114193
09F020100121212
09F050000362178
09F060000351139
09F070000261246
09F070000261246
09F070000270999
09F070100320066
09F070100320207
09F070300260427
09F070300260427
09F070300270368
09F080000280476
09F080000300605
09F090100480330
09F090100480330
09F090100480421
09F090100480546
09F090100480546
09F090100480579
09F090100480579
09F090100480660
09F090100480660
09F090100480769
09F090100480843
09F090100481056
09F090200480289
09F090500510405
09F100300520551
09F100300520577
09F101000520479
09F101400470242
09F101500470142
09F110000440448
09F110100540022
09F110200550228
09F110200550228
09F110200550228
09F120000360751
09F120000420381
09F120000430307
09F120000430307
09F120000430646
09F120200570183
09F140000611201
09F140000611219
09F150100620762
09F150200790218
09F150200790283
09F150200790374
09F150200790374
09F150200791315
09F150200791323
09F150300562533
09F150300562533
09F150300630793
09F150300631379
09F150300631437
09F150300631536
09F150300632542
09F150300632542
09F150400780340
09F150400780340
09F151000630026
09F151000630026
09F160100640900
09F160100641189
09F160100641197
09F160100641197
09F160100641346
09F160100641460
09F160100641494
09F160100641510
09F160200652664
09F160800770072
09F160800770312
09F161100640262
09F161100640650
09F170300660269
09F170300661028
09F170300661036
09F170300661218
09F170300661333
09F170300661333
09F170300661358
09F170300661358
09F170300661358
09F170500660168
09F170600670182
09F170600670554
09F200000955295
09F220201000394
09F220300860706
09F220500860217
09F220500860902
09F220500860902
09F221800990407
09F240100833836
09F241100820468
09F250301270530
09F250301270639
09F260001070114
09F260101070758
09F260301261199
09F260301261199
09F260301261363
09F260301261363
09F260301261389
09F260301261389
09F260301261389
09F290001144452
09F290001144452
09F320101460431
09F340001330054
09F340001330054
09F350001520638
09F350001520638
09F360101290503
09F361201290021
09F370001791112
09F370001791112
09F370001801192
09F370001801192
09F370001801192
11 001100020069
11 001100020176
11 001100020184
11 001100020192
11 001100020283
11 001100020283
11 001100020291
11 001100020291
11 001100020457
11 001100020457
11 001100020457
11 001100020465
11 001100020465
11 001100020465
11 001100020515
11 001100020523
11 002000030323
11 002000030323
11 002000040231
11 002000040231
11 002000040280
11 002000040280
11 002000440191
11 002000440340
11 004000070986
11 004000070986
11 014000500973
11 014000500973
11 014000820900
11 014000830883
11 014000830883
11 014000830917
11 014000830941
11 014000830941
11 014000831030
11 014000831030
11 018000570290
11 025000900765
11 025000900765
11 025000900773
11 025000900773
11 025000900781
11 025000900781
11 025000900781
11 026000911588
11 026000911596
11 035001571895
11 036001290999
11 036001290999
11 036001300616
11 036001300764
11 036001300822
11 036001300822
11 036001550509
11 037001542116
11 037001542116
11 045001921065
11 047001671443
11 047001882438
11 047001882438
11 047001882438
11 047001882446
11 048001690359
11 054002320301
11 066002670360
11 066002670360
11 083002990482
11 091003232549
11 091003242407
11 091003442460
11 091003442460
11 092003250283
11 092003250283
11 092003250390
11 092003251703
11 092003251828
11 092003251950
11 094003300241
11 095000340452
11 095000340494
11 095000340510
11 098003530129
11 098003530251
11 098003760148
11 098003760197
11 098003760197
11 098003770139
11 099003580254
11 099003740197
11 100003590309
11 100003590309
11 100003590309
11 101003600080
11 101003601658
11 106003800135
11 106003800226
11 106003800226
11 107003810256
11 107003810256
11 107003810272
11 107003810280
11 107003820321
11 107003820321
11 107003820339
11 107003820339
11 107003820347
11 107003820347
11 107003980109
11 107003980109
11 107003980117
11 125004720324
11 125004720324
12 136000360666
12 137000350160
12 154002482875
12 166003191495
12 166303190015
12 166303190023
12 166303190031
12 166303190031
12 166303190031
12 166303190049
12 166303190049
12 166303190049
12 166303190189
12 166303190239
12 166303190270
12 176003541789
12 187003933173
12 187003933173
12 187004061958
12 187004061974
12 187004061982
12 187004061990
12 187004062006
12 187004062121
12 187004071114
12 187403920085
12 189103890691
12 189404110161
12 189404110161
12 190103870360
12 190103870360
12 190103870360
12 190204120509
12 190204120509
12 190204120509
12 190204120590
12 190204120590
12 190204120590
12 190204120590
12 190204120590
12 190204120608
12 190204120608
12 190204120608
12 190204120608
12 190204120608
12 190204120707
12 190204120707
12 190204120749
12 190303860591
12 190303860591
12 190303860591
12 190503860516
12 190503860516
12 190503860516
12 190504130273
12 190504130570
12 190504130570
12 191203840501
12 191304140082
12 191304140801
12 191304140801
12 191304140801
12 191304140926
12 191304140926
12 191304140991
12 191404150312
12 192103830287
12 192103830329
12 192103830337
12 192304161326
12 198004480791
12 199204270768
12 199404490174
12 199404490174
12 199404490182
12 199404490182
12 200104251476
12 200104251484
12 203004200080
12 206304820069
12 206304820069
12 207004840928
12 207004840936
12 207104830084
12 208004850495
12 208004850495
12 208004850529
12 208004850743
12 208004850743
12 208304870011
12 208304870029
12 208304870037
12 208304870110
12 208304870144
12 208304870193
12 208304870201
12 208304870219
12 208304870227
12 208304870300
12 208304870342
12 208304870409
12 208304870417
12 208304870425
12 208304870433
12 208304870441
12 209004870434
12 209004870434
12 209004870434
12 209104660545
12 209104660545
12 209104660602
12 209104660602
12 209104660610
12 209104660610
12 209104660743
12 209104660743
12 209304880257
12 209304880679
12 209304880711
12 209304880711
12 209304880737
12 209304880737
12 209404880058
12 209404880330
12 209504660103
12 209504660103
12 209604880056
12 214005141074
12 214005141082
12 216005090706
12 216005090748
12 216005090771
12 216005090771
12 216005090987
12 216105190059
12 216105190133
12 216105190257
12 216105190265
12 216105190273
12 216205180075
12 216205180091
12 216205180109
12 216205180299
12 216205180448
12 216205180471
12 216205180471
